current_path,size_bytes,sha256,category,proposed_action,proposed_path,reference_status,external_exact_references,external_relative_references,internal_output_references,directory_level_references,paired_file,notes
outputs/felix_clean_field/order.json,2360,9e3c63e16e28cb27428780605aefd172de64d4ec3ebb30b91f10e6ff3abda0c6,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field/order.json,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field/track_label_sheet_01.png,632790,70136180f17955ea0b0cca387969bda8ce08281d7ba94fe53f916efcc9be6aff,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field/track_label_sheet_01.png,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field/track_label_sheet_02.png,479284,074e25e0dc1ef4c20888849badd49917b5ea9d68d1db222ca5eeb88c95b8f7f9,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field/track_label_sheet_02.png,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field_v2/felix_clean_field_run.npz,16084,c69af4547678e1e436f4bc72a82ea9d7bd495e518f7d680b21bf0b5e28b95687,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field_v2/felix_clean_field_run.npz,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field_v2/order.json,2167,087df01c04eae08e47b52132143b9041b6bddde72247a19fa0d799d312b862e9,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field_v2/order.json,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field_v2/track_label_sheet_01.png,535127,ab2eaaac90d6ba6b6b669bc0996d19a502a24da822246df54c4d3095812bc3fe,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field_v2/track_label_sheet_01.png,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field_v2/track_label_sheet_02.png,471268,ade928f82af9d385ba5d2745a9dc2edb91889e7d8f8e652be2105ef6560a6332,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field_v2/track_label_sheet_02.png,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field_v3/felix_clean_field_run.npz,15959,17119a3f8a42cfae4d945ed10e9ea8006b01b635e37681e8ad0a7b78f052219a,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field_v3/felix_clean_field_run.npz,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field_v3/order.json,2167,dddaf59767ec2f446876e351db56d97f23e41d050fa642e3c03d94610d7d24ff,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field_v3/order.json,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field_v3/track_label_sheet_01.png,535127,ab2eaaac90d6ba6b6b669bc0996d19a502a24da822246df54c4d3095812bc3fe,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field_v3/track_label_sheet_01.png,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_field_v3/track_label_sheet_02.png,474858,cac01c141c2774932a35a78928e3df7c5d23f5d9bd3a9baee32cf5fd9fe5279e,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_field_v3/track_label_sheet_02.png,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_roboflow/felix_clean_run.npz,15941,6d1bc6cec35ad2bf30e329f7e1821f9f9bf253fcc13afa6deac23780de1b3973,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_roboflow/felix_clean_run.npz,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_roboflow/order.json,3347,9f463b8a959cc517a3e213b03f003cc16ae046e0518ad2f00b2fce09cd8d84ab,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_roboflow/order.json,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_roboflow/track_label_sheet_01.png,818767,42500481b8fe155cd537b619421880b8787f957cbebc4a1ea0936b7edc4a1227,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_roboflow/track_label_sheet_01.png,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_roboflow/track_label_sheet_02.png,769782,24b4d2b69548aa12b681a91a57b5db7eb13371fae30a0ae6c2f5147da58d5392,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_roboflow/track_label_sheet_02.png,no_text_reference_found,,,,,,Early Felix labeling/field-filter experiment.
outputs/felix_clean_roboflow_final/felix_clean_run.npz,12065,9abeb013540b6c6d7477fd408d909d78a1329763677f27b2fd659b2ad5692f79,early_labeling_trial,archive,runs/archive/team_classification/labeling_trials/felix_clean_roboflow_final/felix_clean_run.npz,relative_external_dependency,,data/annotations/team/FelixClaar.json:1245;data/annotations/team/FelixClaar.json:1287;data/annotations/team/FelixClaar.json:1329;data/annotations/team/FelixClaar.json:1371;data/annotations/team/FelixClaar.json:1845;data/annotations/team/FelixClaar.json:1887;data/annotations/team/FelixClaar.json:1929;data/annotations/team/FelixClaar.json:1971;data/annotations/team/FelixClaar.json:2013;data/annotations/team/FelixClaar.json:2055;data/annotations/team/FelixClaar.json:2529;data/annotations/team/FelixClaar.json:2571;data/annotations/team/FelixClaar.json:2613;data/annotations/team/FelixClaar.json:2655;data/annotations/team/FelixClaar.json:2697;data/annotations/team/FelixClaar.json:2739;data/annotations/team/FelixClaar.json:3213;data/annotations/team/FelixClaar.json:3255;data/annotations/team/FelixClaar.json:3297;data/annotations/team/FelixClaar.json:3339;data/annotations/team/FelixClaar.json:3777;data/annotations/team/FelixClaar.json:3819;data/annotations/team/FelixClaar.json:3861;data/annotations/team/FelixClaar.json:3903;data/annotations/team/FelixClaar.json:3945;data/annotations/team/FelixClaar.json:4311;data/annotations/team/FelixClaar.json:4677;data/annotations/team/FelixClaar.json:4719;data/annotations/team/FelixClaar.json:4761;data/annotations/team/FelixClaar.json:4803;data/annotations/team/FelixClaar.json:4845;data/annotations/team/FelixClaar.json:4887;data/annotations/team/FelixClaar.json:4929;data/annotations/team/FelixClaar.json:4971;data/annotations/team/FelixClaar.json:5013;data/annotations/team/FelixClaar.json:5055;data/annotations/team/FelixClaar.json:525;data/annotations/team/FelixClaar.json:5457;data/annotations/team/FelixClaar.json:5499;data/annotations/team/FelixClaar.json:5541;data/annotations/team/FelixClaar.json:5583;data/annotations/team/FelixClaar.json:5625;data/annotations/team/FelixClaar.json:567;data/annotations/team/FelixClaar.json:6063;data/annotations/team/FelixClaar.json:609;data/annotations/team/FelixClaar.json:6105;data/annotations/team/FelixClaar.json:6147;data/annotations/team/FelixClaar.json:6189;data/annotations/team/FelixClaar.json:6231;data/annotations/team/FelixClaar.json:6273;data/annotations/team/FelixClaar.json:6315;data/annotations/team/FelixClaar.json:6357;data/annotations/team/FelixClaar.json:6399;data/annotations/team/FelixClaar.json:6441;data/annotations/team/FelixClaar.json:6483;data/annotations/team/FelixClaar.json:651;data/annotations/team/FelixClaar.json:6525;data/annotations/team/FelixClaar.json:6567;data/annotations/team/FelixClaar.json:6609;data/annotations/team/FelixClaar.json:6651;data/annotations/team/FelixClaar.json:693;data/annotations/team/FelixClaar.json:7125;data/annotations/team/FelixClaar.json:7167;data/annotations/team/FelixClaar.json:7209;data/annotations/team/FelixClaar.json:7251;data/annotations/team/FelixClaar.json:7293;data/annotations/team/FelixClaar.json:7335;data/annotations/team/FelixClaar.json:735;data/annotations/team/FelixClaar.json:7377;data/annotations/team/FelixClaar.json:7419;data/annotations/team/FelixClaar.json:7461,outputs/team_dataset/FelixClaar/label.html:72;outputs/team_dataset/FelixClaar/manifest.json:1245;outputs/team_dataset/FelixClaar/manifest.json:1287;outputs/team_dataset/FelixClaar/manifest.json:1329;outputs/team_dataset/FelixClaar/manifest.json:1371;outputs/team_dataset/FelixClaar/manifest.json:1845;outputs/team_dataset/FelixClaar/manifest.json:1887;outputs/team_dataset/FelixClaar/manifest.json:1929;outputs/team_dataset/FelixClaar/manifest.json:1971;outputs/team_dataset/FelixClaar/manifest.json:2013;outputs/team_dataset/FelixClaar/manifest.json:2055;outputs/team_dataset/FelixClaar/manifest.json:2529;outputs/team_dataset/FelixClaar/manifest.json:2571;outputs/team_dataset/FelixClaar/manifest.json:2613;outputs/team_dataset/FelixClaar/manifest.json:2655;outputs/team_dataset/FelixClaar/manifest.json:2697;outputs/team_dataset/FelixClaar/manifest.json:2739;outputs/team_dataset/FelixClaar/manifest.json:3213;outputs/team_dataset/FelixClaar/manifest.json:3255;outputs/team_dataset/FelixClaar/manifest.json:3297;outputs/team_dataset/FelixClaar/manifest.json:3339;outputs/team_dataset/FelixClaar/manifest.json:3777;outputs/team_dataset/FelixClaar/manifest.json:3819;outputs/team_dataset/FelixClaar/manifest.json:3861;outputs/team_dataset/FelixClaar/manifest.json:3903;outputs/team_dataset/FelixClaar/manifest.json:3945;outputs/team_dataset/FelixClaar/manifest.json:4311;outputs/team_dataset/FelixClaar/manifest.json:4677;outputs/team_dataset/FelixClaar/manifest.json:4719;outputs/team_dataset/FelixClaar/manifest.json:4761;outputs/team_dataset/FelixClaar/manifest.json:4803;outputs/team_dataset/FelixClaar/manifest.json:4845;outputs/team_dataset/FelixClaar/manifest.json:4887;outputs/team_dataset/FelixClaar/manifest.json:4929;outputs/team_dataset/FelixClaar/manifest.json:4971;outputs/team_dataset/FelixClaar/manifest.json:5013;outputs/team_dataset/FelixClaar/manifest.json:5055;outputs/team_dataset/FelixClaar/manifest.json:525;outputs/team_dataset/FelixClaar/manifest.json:5457;outputs/team_dataset/FelixClaar/manifest.json:5499;outputs/team_dataset/FelixClaar/manifest.json:5541;outputs/team_dataset/FelixClaar/manifest.json:5583;outputs/team_dataset/FelixClaar/manifest.json:5625;outputs/team_dataset/FelixClaar/manifest.json:567;outputs/team_dataset/FelixClaar/manifest.json:6063;outputs/team_dataset/FelixClaar/manifest.json:609;outputs/team_dataset/FelixClaar/manifest.json:6105;outputs/team_dataset/FelixClaar/manifest.json:6147;outputs/team_dataset/FelixClaar/manifest.json:6189;outputs/team_dataset/FelixClaar/manifest.json:6231;outputs/team_dataset/FelixClaar/manifest.json:6273;outputs/team_dataset/FelixClaar/manifest.json:6315;outputs/team_dataset/FelixClaar/manifest.json:6357;outputs/team_dataset/FelixClaar/manifest.json:6399;outputs/team_dataset/FelixClaar/manifest.json:6441;outputs/team_dataset/FelixClaar/manifest.json:6483;outputs/team_dataset/FelixClaar/manifest.json:651;outputs/team_dataset/FelixClaar/manifest.json:6525;outputs/team_dataset/FelixClaar/manifest.json:6567;outputs/team_dataset/FelixClaar/manifest.json:6609;outputs/team_dataset/FelixClaar/manifest.json:6651;outputs/team_dataset/FelixClaar/manifest.json:693;outputs/team_dataset/FelixClaar/manifest.json:7125;outputs/team_dataset/FelixClaar/manifest.json:7167;outputs/team_dataset/FelixClaar/manifest.json:7209;outputs/team_dataset/FelixClaar/manifest.json:7251;outputs/team_dataset/FelixClaar/manifest.json:7293;outputs/team_dataset/FelixClaar/manifest.json:7335;outputs/team_dataset/FelixClaar/manifest.json:735;outputs/team_dataset/FelixClaar/manifest.json:7377;outputs/team_dataset/FelixClaar/manifest.json:7419;outputs/team_dataset/FelixClaar/manifest.json:7461,,,Early Felix labeling/field-filter experiment.
